Id;downloaded_image_name;image_name;url;image type;hallucination type;l1;l2;l3
2087;image_2087;mighty_black_producer_making_a_beat_in_the_bedroom_lofi_anime_s_8c2b34f8-296c-4f95-99c9-3ca980c7e749.png;https://imagen-parti-images.s3.amazonaws.com/mighty_black_producer_making_a_beat_in_the_bedroom_lofi_anime_s_8c2b34f8-296c-4f95-99c9-3ca980c7e749.png;generated;visual challenge;people;appliences;indoor
2088;image_2088;m0x_inverted_light_and_dark_hallway_no_seams_no_foundry_no_elas_2d9c060c-897d-4314-addc-7f24e41c733f.png;https://imagen-parti-images.s3.amazonaws.com/m0x_inverted_light_and_dark_hallway_no_seams_no_foundry_no_elas_2d9c060c-897d-4314-addc-7f24e41c733f.png;generated;visual challenge;indoor;indoor;indoor
2089;image_2089;m0x_inverted_light_and_dark_hallway_no_seams_no_foundry_no_elas_2d9c060c-897d-4314-addc-7f24e41c733f.png;https://imagen-parti-images.s3.amazonaws.com/m0x_inverted_light_and_dark_hallway_no_seams_no_foundry_no_elas_2d9c060c-897d-4314-addc-7f24e41c733f.png;generated;visual challenge;indoor;indoor;indoor
2090;image_2090;Not_a_golden_retriever_1920s_new_years_eve_celbration_people_dr_6882fb94-5e82-4840-a88d-e88135b54bb8.png;https://imagen-parti-images.s3.amazonaws.com/Not_a_golden_retriever_1920s_new_years_eve_celbration_people_dr_6882fb94-5e82-4840-a88d-e88135b54bb8.png;generated;visual challenge;people;people;indoor
2091;image_2091;Epoch_Kayne_photorealistic_render_of_a_UFO_at_night_in_the_US_c_686964db-612d-40e7-a265-13ad79bccea7.png;https://imagen-parti-images.s3.amazonaws.com/Epoch_Kayne_photorealistic_render_of_a_UFO_at_night_in_the_US_c_686964db-612d-40e7-a265-13ad79bccea7.png;generated;visual challenge;nature;artifacts;people
2092;image_2092;583_Jiangnan_Water_Town_Garden_three-dimensional_paper-making_t_e7c7a188-88e2-4658-88f7-b1407b026103.png;https://imagen-parti-images.s3.amazonaws.com/583_Jiangnan_Water_Town_Garden_three-dimensional_paper-making_t_e7c7a188-88e2-4658-88f7-b1407b026103.png;generated;visual challenge;construction;plants;nature
2093;image_2093;583_Jiangnan_Water_Town_Garden_three-dimensional_paper-making_t_e7c7a188-88e2-4658-88f7-b1407b026103.png;https://imagen-parti-images.s3.amazonaws.com/583_Jiangnan_Water_Town_Garden_three-dimensional_paper-making_t_e7c7a188-88e2-4658-88f7-b1407b026103.png;generated;visual challenge;construction;plants;nature
2094;image_2094;Ithandil_piano_concert_chritmas_year_1850_cartoon_digital_art_cf7fb995-af09-408e-9fba-333fd50fdd8b.png;https://imagen-parti-images.s3.amazonaws.com/Ithandil_piano_concert_chritmas_year_1850_cartoon_digital_art_cf7fb995-af09-408e-9fba-333fd50fdd8b.png;generated;visual challenge;people;indoor;artifacts
2095;image_2095;Ithandil_piano_concert_chritmas_year_1850_cartoon_digital_art_cf7fb995-af09-408e-9fba-333fd50fdd8b.png;https://imagen-parti-images.s3.amazonaws.com/Ithandil_piano_concert_chritmas_year_1850_cartoon_digital_art_cf7fb995-af09-408e-9fba-333fd50fdd8b.png;generated;visual challenge;people;indoor;artifacts
2096;image_2096;qiao_award_winning_street_photography_of_flagship_store_of_iris_37e0e6db-c88c-4c1b-9965-376ecd9acc90.png;https://imagen-parti-images.s3.amazonaws.com/qiao_award_winning_street_photography_of_flagship_store_of_iris_37e0e6db-c88c-4c1b-9965-376ecd9acc90.png;generated;visual challenge;construction;construction;plants
2097;image_2097;qiao_award_winning_street_photography_of_flagship_store_of_iris_37e0e6db-c88c-4c1b-9965-376ecd9acc90.png;https://imagen-parti-images.s3.amazonaws.com/qiao_award_winning_street_photography_of_flagship_store_of_iris_37e0e6db-c88c-4c1b-9965-376ecd9acc90.png;generated;visual challenge;construction;construction;plants
2098;image_2098;fpecchio_baby_room_with_plants_minimalistic_e092e9dc-58fa-4c3b-a1dc-fea5c835c026.png;https://imagen-parti-images.s3.amazonaws.com/fpecchio_baby_room_with_plants_minimalistic_e092e9dc-58fa-4c3b-a1dc-fea5c835c026.png;generated;visual challenge;furniture;indoor;plants
2099;image_2099;fpecchio_baby_room_with_plants_minimalistic_e092e9dc-58fa-4c3b-a1dc-fea5c835c026.png;https://imagen-parti-images.s3.amazonaws.com/fpecchio_baby_room_with_plants_minimalistic_e092e9dc-58fa-4c3b-a1dc-fea5c835c026.png;generated;visual challenge;furniture;indoor;plants
2100;image_2100;Styx__831aa884-f233-4065-b02b-53cb945af1e4.png;https://imagen-parti-images.s3.amazonaws.com/Styx__831aa884-f233-4065-b02b-53cb945af1e4.png;generated;visual challenge;animals;animals;animals
2101;image_2101;Styx__831aa884-f233-4065-b02b-53cb945af1e4.png;https://imagen-parti-images.s3.amazonaws.com/Styx__831aa884-f233-4065-b02b-53cb945af1e4.png;generated;visual challenge;animals;animals;animals
2102;image_2102;train_rolleiflex_photography_lonely_scientist_white_coat_norils_03b1e89b-39be-4069-afce-33707aa09c1c.png;https://imagen-parti-images.s3.amazonaws.com/train_rolleiflex_photography_lonely_scientist_white_coat_norils_03b1e89b-39be-4069-afce-33707aa09c1c.png;generated;visual challenge;construction;people;vehicles
2103;image_2103;train_rolleiflex_photography_lonely_scientist_white_coat_norils_03b1e89b-39be-4069-afce-33707aa09c1c.png;https://imagen-parti-images.s3.amazonaws.com/train_rolleiflex_photography_lonely_scientist_white_coat_norils_03b1e89b-39be-4069-afce-33707aa09c1c.png;generated;visual challenge;construction;people;vehicles
2104;image_2104;ladyannebrooke_a_pale_thin_lady_with_very_long_light_brown_hair_acf61963-20d6-4eab-ba28-42fc9674a780.png;https://imagen-parti-images.s3.amazonaws.com/ladyannebrooke_a_pale_thin_lady_with_very_long_light_brown_hair_acf61963-20d6-4eab-ba28-42fc9674a780.png;generated;visual challenge;people;animals;nature
2105;image_2105;ladyannebrooke_a_pale_thin_lady_with_very_long_light_brown_hair_acf61963-20d6-4eab-ba28-42fc9674a780.png;https://imagen-parti-images.s3.amazonaws.com/ladyannebrooke_a_pale_thin_lady_with_very_long_light_brown_hair_acf61963-20d6-4eab-ba28-42fc9674a780.png;generated;visual challenge;people;animals;nature
2106;image_2106;pro169_Cute_little_dioramas_e4323856-5b34-4ed3-9596-a2af0b5de219.png;https://imagen-parti-images.s3.amazonaws.com/pro169_Cute_little_dioramas_e4323856-5b34-4ed3-9596-a2af0b5de219.png;generated;visual challenge;animals;nature;artifacts
2107;image_2107;pro169_Cute_little_dioramas_e4323856-5b34-4ed3-9596-a2af0b5de219.png;https://imagen-parti-images.s3.amazonaws.com/pro169_Cute_little_dioramas_e4323856-5b34-4ed3-9596-a2af0b5de219.png;generated;visual challenge;animals;nature;artifacts
2108;image_2108;NaN_4aki_pixel_art_sprites_of_postapocalyptic_cars_sprite_sheet_6d6d37a1-9c06-4497-8f08-8d9e2484c821.png;https://imagen-parti-images.s3.amazonaws.com/NaN_4aki_pixel_art_sprites_of_postapocalyptic_cars_sprite_sheet_6d6d37a1-9c06-4497-8f08-8d9e2484c821.png;generated;visual challenge;vehicles;vehicles;vehicles
2109;image_2109;NaN_4aki_pixel_art_sprites_of_postapocalyptic_cars_sprite_sheet_6d6d37a1-9c06-4497-8f08-8d9e2484c821.png;https://imagen-parti-images.s3.amazonaws.com/NaN_4aki_pixel_art_sprites_of_postapocalyptic_cars_sprite_sheet_6d6d37a1-9c06-4497-8f08-8d9e2484c821.png;generated;visual challenge;vehicles;vehicles;vehicles
2110;image_2110;Zogg_tiny_living_home_architecture_43522265-6394-4b66-839d-8cd04af0adb4.png;https://imagen-parti-images.s3.amazonaws.com/Zogg_tiny_living_home_architecture_43522265-6394-4b66-839d-8cd04af0adb4.png;generated;visual challenge;nature;construction;plants
2111;image_2111;Zogg_tiny_living_home_architecture_43522265-6394-4b66-839d-8cd04af0adb4.png;https://imagen-parti-images.s3.amazonaws.com/Zogg_tiny_living_home_architecture_43522265-6394-4b66-839d-8cd04af0adb4.png;generated;visual challenge;nature;construction;plants
2112;image_2112;_what_dreams_may_come_when_we_shed_this_mortal_coil_a_door_to_t_da67a7f4-033a-4a9a-9b5e-3d9dbf90a587.png;https://imagen-parti-images.s3.amazonaws.com/_what_dreams_may_come_when_we_shed_this_mortal_coil_a_door_to_t_da67a7f4-033a-4a9a-9b5e-3d9dbf90a587.png;generated;visual challenge;nature;nature;artifacts
2113;image_2113;_what_dreams_may_come_when_we_shed_this_mortal_coil_a_door_to_t_da67a7f4-033a-4a9a-9b5e-3d9dbf90a587.png;https://imagen-parti-images.s3.amazonaws.com/_what_dreams_may_come_when_we_shed_this_mortal_coil_a_door_to_t_da67a7f4-033a-4a9a-9b5e-3d9dbf90a587.png;generated;visual challenge;nature;nature;artifacts
2114;image_2114;Solie_retrofuturism_vintage_time_travel_retro_sci-fi_1950s_no_w_f3b84340-5ff5-47ff-8ed6-5d05ac4b91ae.png;https://imagen-parti-images.s3.amazonaws.com/Solie_retrofuturism_vintage_time_travel_retro_sci-fi_1950s_no_w_f3b84340-5ff5-47ff-8ed6-5d05ac4b91ae.png;generated;visual challenge;nature;artifacts;people
2115;image_2115;Solie_retrofuturism_vintage_time_travel_retro_sci-fi_1950s_no_w_f3b84340-5ff5-47ff-8ed6-5d05ac4b91ae.png;https://imagen-parti-images.s3.amazonaws.com/Solie_retrofuturism_vintage_time_travel_retro_sci-fi_1950s_no_w_f3b84340-5ff5-47ff-8ed6-5d05ac4b91ae.png;generated;visual challenge;nature;artifacts;people
2116;image_2116;niostudio_empty_art_gallery_minimalistic_476e0860-89e1-4772-b5e9-5098821e7e29.png;https://imagen-parti-images.s3.amazonaws.com/niostudio_empty_art_gallery_minimalistic_476e0860-89e1-4772-b5e9-5098821e7e29.png;generated;visual challenge;indoor;indoor;indoor
2117;image_2117;niostudio_empty_art_gallery_minimalistic_476e0860-89e1-4772-b5e9-5098821e7e29.png;https://imagen-parti-images.s3.amazonaws.com/niostudio_empty_art_gallery_minimalistic_476e0860-89e1-4772-b5e9-5098821e7e29.png;generated;visual challenge;indoor;indoor;indoor
2118;image_2118;Mark_Spector_pixel_art_sprite_sheet_of_a_forest_land_terrain_fo_8deadb6c-99f0-4f66-93d7-a7f740edb5aa.png;https://imagen-parti-images.s3.amazonaws.com/Mark_Spector_pixel_art_sprite_sheet_of_a_forest_land_terrain_fo_8deadb6c-99f0-4f66-93d7-a7f740edb5aa.png;generated;visual challenge;plants;plants;plants
2119;image_2119;Qvint_Russia_where_are_you_going_6e9356bd-d7cb-4981-bbd3-fcecdbc2d6d2.png;https://imagen-parti-images.s3.amazonaws.com/Qvint_Russia_where_are_you_going_6e9356bd-d7cb-4981-bbd3-fcecdbc2d6d2.png;generated;visual challenge;construction;vehicles;people
2120;image_2120;Qvint_Russia_where_are_you_going_6e9356bd-d7cb-4981-bbd3-fcecdbc2d6d2.png;https://imagen-parti-images.s3.amazonaws.com/Qvint_Russia_where_are_you_going_6e9356bd-d7cb-4981-bbd3-fcecdbc2d6d2.png;generated;visual challenge;construction;vehicles;people
2121;image_2121;Macfeb_pixel_art_retro_70s_acid_colors_oldschool_Alien_invasion_ab1b95b0-ff5a-4ae2-bd04-8978f14d2cdc.png;https://imagen-parti-images.s3.amazonaws.com/Macfeb_pixel_art_retro_70s_acid_colors_oldschool_Alien_invasion_ab1b95b0-ff5a-4ae2-bd04-8978f14d2cdc.png;generated;visual challenge;artifacts;nature;body
2122;image_2122;Macfeb_pixel_art_retro_70s_acid_colors_oldschool_Alien_invasion_ab1b95b0-ff5a-4ae2-bd04-8978f14d2cdc.png;https://imagen-parti-images.s3.amazonaws.com/Macfeb_pixel_art_retro_70s_acid_colors_oldschool_Alien_invasion_ab1b95b0-ff5a-4ae2-bd04-8978f14d2cdc.png;generated;visual challenge;artifacts;nature;body
2123;image_2123;kayambila_Epic_Scene_steam_punk_alien_African_mother_and_child__38c6f00d-6c9a-49d4-8bd4-e056cf0b2b6c.png;https://imagen-parti-images.s3.amazonaws.com/kayambila_Epic_Scene_steam_punk_alien_African_mother_and_child__38c6f00d-6c9a-49d4-8bd4-e056cf0b2b6c.png;generated;visual challenge;people;people;accessories
2124;image_2124;After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;https://imagen-parti-images.s3.amazonaws.com/After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;generated;insufficient context;people;people;people
2125;image_2125;After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;https://imagen-parti-images.s3.amazonaws.com/After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;generated;visual challenge;people;people;people
2126;image_2126;After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;https://imagen-parti-images.s3.amazonaws.com/After_nios_pintando_y_dibujando_escuela_de_pintura_6cb91270-ac4c-477c-85db-04886f75a56f.png;generated;visual challenge;people;people;people
2127;image_2127;Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;https://imagen-parti-images.s3.amazonaws.com/Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;generated;insufficient context;indoor;construction;people
2128;image_2128;Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;https://imagen-parti-images.s3.amazonaws.com/Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;generated;visual challenge;indoor;construction;people
2129;image_2129;Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;https://imagen-parti-images.s3.amazonaws.com/Nathan_Dovel_empty_space_50ff3e57-d789-4445-98ae-bdd6831bc5c5.png;generated;visual challenge;indoor;construction;people
2130;image_2130;NIGHTBIRD_in_a_ring_an_4x4_pick-up_camper_with_all_the_necesary_0d60ad71-3b18-4597-9f14-ceb02b74e847.png;https://imagen-parti-images.s3.amazonaws.com/NIGHTBIRD_in_a_ring_an_4x4_pick-up_camper_with_all_the_necesary_0d60ad71-3b18-4597-9f14-ceb02b74e847.png;generated;visual challenge;vehicles;vehicles;vehicles
2131;image_2131;NIGHTBIRD_in_a_ring_an_4x4_pick-up_camper_with_all_the_necesary_0d60ad71-3b18-4597-9f14-ceb02b74e847.png;https://imagen-parti-images.s3.amazonaws.com/NIGHTBIRD_in_a_ring_an_4x4_pick-up_camper_with_all_the_necesary_0d60ad71-3b18-4597-9f14-ceb02b74e847.png;generated;visual challenge;vehicles;vehicles;vehicles
2132;image_2132;_super_huge_dragon_nightmare_Russia_3442f9f0-772a-4b77-b8b8-28a2ea938d4c.png;https://imagen-parti-images.s3.amazonaws.com/_super_huge_dragon_nightmare_Russia_3442f9f0-772a-4b77-b8b8-28a2ea938d4c.png;generated;visual challenge;animals;construction;plants
2133;image_2133;CosmicPhotons_a_miniature_diorama_of_a_hillbilly_trailer_park_c_61e8be5b-44b5-4e2b-9aab-e36002959de5.png;https://imagen-parti-images.s3.amazonaws.com/CosmicPhotons_a_miniature_diorama_of_a_hillbilly_trailer_park_c_61e8be5b-44b5-4e2b-9aab-e36002959de5.png;generated;visual challenge;vehicles;nature;artifacts
2134;image_2134;CosmicPhotons_a_miniature_diorama_of_a_hillbilly_trailer_park_c_61e8be5b-44b5-4e2b-9aab-e36002959de5.png;https://imagen-parti-images.s3.amazonaws.com/CosmicPhotons_a_miniature_diorama_of_a_hillbilly_trailer_park_c_61e8be5b-44b5-4e2b-9aab-e36002959de5.png;generated;visual challenge;vehicles;nature;artifacts
2135;image_2135;unclefish_two_cat_wear_samurai_suits__play_many_cats_dress_worn_1bb36475-f091-4255-84c2-4850e73d891e.png;https://imagen-parti-images.s3.amazonaws.com/unclefish_two_cat_wear_samurai_suits__play_many_cats_dress_worn_1bb36475-f091-4255-84c2-4850e73d891e.png;generated;visual challenge;animals;animals;animals
2136;image_2136;unclefish_two_cat_wear_samurai_suits__play_many_cats_dress_worn_1bb36475-f091-4255-84c2-4850e73d891e.png;https://imagen-parti-images.s3.amazonaws.com/unclefish_two_cat_wear_samurai_suits__play_many_cats_dress_worn_1bb36475-f091-4255-84c2-4850e73d891e.png;generated;visual challenge;animals;animals;animals
2137;image_2137;don-noledge_schroder_staircase_d075d920-ebe4-4113-b9a3-197d100f2ad0.png;https://imagen-parti-images.s3.amazonaws.com/don-noledge_schroder_staircase_d075d920-ebe4-4113-b9a3-197d100f2ad0.png;generated;visual challenge;indoor;construction;indoor
2138;image_2138;don-noledge_schroder_staircase_d075d920-ebe4-4113-b9a3-197d100f2ad0.png;https://imagen-parti-images.s3.amazonaws.com/don-noledge_schroder_staircase_d075d920-ebe4-4113-b9a3-197d100f2ad0.png;generated;visual challenge;indoor;construction;indoor
2139;image_2139;EnzoNina_light_minimalist_nursery_with_framed_posters_cute_desi_bcd7c1c0-b7a1-4151-b530-597512f0ee99.png;https://imagen-parti-images.s3.amazonaws.com/EnzoNina_light_minimalist_nursery_with_framed_posters_cute_desi_bcd7c1c0-b7a1-4151-b530-597512f0ee99.png;generated;visual challenge;furniture;animals;indoor
2140;image_2140;EnzoNina_light_minimalist_nursery_with_framed_posters_cute_desi_bcd7c1c0-b7a1-4151-b530-597512f0ee99.png;https://imagen-parti-images.s3.amazonaws.com/EnzoNina_light_minimalist_nursery_with_framed_posters_cute_desi_bcd7c1c0-b7a1-4151-b530-597512f0ee99.png;generated;visual challenge;furniture;animals;indoor
2141;image_2141;JeffJeff_A_huge_fish_carried_by_crying_Jesus_Christ_through_a_d_f8dc532f-0b21-419f-8341-5bcde3490891.png;https://imagen-parti-images.s3.amazonaws.com/JeffJeff_A_huge_fish_carried_by_crying_Jesus_Christ_through_a_d_f8dc532f-0b21-419f-8341-5bcde3490891.png;generated;visual challenge;animals;people;nature
2142;image_2142;JeffJeff_A_huge_fish_carried_by_crying_Jesus_Christ_through_a_d_f8dc532f-0b21-419f-8341-5bcde3490891.png;https://imagen-parti-images.s3.amazonaws.com/JeffJeff_A_huge_fish_carried_by_crying_Jesus_Christ_through_a_d_f8dc532f-0b21-419f-8341-5bcde3490891.png;generated;visual challenge;animals;people;nature
2143;image_2143;Hanzo_portrait_of_an_elder_woman_in_sunglasses_holding_a_photo__e9d4f235-c3ee-4643-9680-958ac7080591.png;https://imagen-parti-images.s3.amazonaws.com/Hanzo_portrait_of_an_elder_woman_in_sunglasses_holding_a_photo__e9d4f235-c3ee-4643-9680-958ac7080591.png;generated;visual challenge;people;people;people
2144;image_2144;Hanzo_portrait_of_an_elder_woman_in_sunglasses_holding_a_photo__e9d4f235-c3ee-4643-9680-958ac7080591.png;https://imagen-parti-images.s3.amazonaws.com/Hanzo_portrait_of_an_elder_woman_in_sunglasses_holding_a_photo__e9d4f235-c3ee-4643-9680-958ac7080591.png;generated;visual challenge;people;people;people
2145;image_2145;losing_artwork_by_Jeremy_LipkingA_little_moonlight_leaked_onto__cbfab1a5-a8f3-4604-bb24-01c99689693e.png;https://imagen-parti-images.s3.amazonaws.com/losing_artwork_by_Jeremy_LipkingA_little_moonlight_leaked_onto__cbfab1a5-a8f3-4604-bb24-01c99689693e.png;generated;visual challenge;people;people;people
2146;image_2146;losing_artwork_by_Jeremy_LipkingA_little_moonlight_leaked_onto__cbfab1a5-a8f3-4604-bb24-01c99689693e.png;https://imagen-parti-images.s3.amazonaws.com/losing_artwork_by_Jeremy_LipkingA_little_moonlight_leaked_onto__cbfab1a5-a8f3-4604-bb24-01c99689693e.png;generated;visual challenge;people;people;people
2147;image_2147;lq434968321_Wild_flowers_on_the_roadside_beautiful_light_and_sh_27e82900-6282-49be-971c-6e0628837f5d.png;https://imagen-parti-images.s3.amazonaws.com/lq434968321_Wild_flowers_on_the_roadside_beautiful_light_and_sh_27e82900-6282-49be-971c-6e0628837f5d.png;generated;visual challenge;plants;plants;plants
2148;image_2148;lq434968321_Wild_flowers_on_the_roadside_beautiful_light_and_sh_27e82900-6282-49be-971c-6e0628837f5d.png;https://imagen-parti-images.s3.amazonaws.com/lq434968321_Wild_flowers_on_the_roadside_beautiful_light_and_sh_27e82900-6282-49be-971c-6e0628837f5d.png;generated;visual challenge;plants;plants;plants
2149;image_2149;zc_online_Smelting_steel_in_a_dark_foundry_by_m.w_kaluta_7020e921-96f7-4af5-a774-6fe69e76adf9.png;https://imagen-parti-images.s3.amazonaws.com/zc_online_Smelting_steel_in_a_dark_foundry_by_m.w_kaluta_7020e921-96f7-4af5-a774-6fe69e76adf9.png;generated;visual challenge;construction;people;construction
2150;image_2150;zc_online_Smelting_steel_in_a_dark_foundry_by_m.w_kaluta_7020e921-96f7-4af5-a774-6fe69e76adf9.png;https://imagen-parti-images.s3.amazonaws.com/zc_online_Smelting_steel_in_a_dark_foundry_by_m.w_kaluta_7020e921-96f7-4af5-a774-6fe69e76adf9.png;generated;visual challenge;construction;people;construction
2151;image_2151;Margaretha_photo_of_delicious_gummies_on_pastel_red_background_59cca202-ad1a-4b7d-844e-78b0bd2c2306.png;https://imagen-parti-images.s3.amazonaws.com/Margaretha_photo_of_delicious_gummies_on_pastel_red_background_59cca202-ad1a-4b7d-844e-78b0bd2c2306.png;generated;visual challenge;food;food;food
2152;image_2152;Margaretha_photo_of_delicious_gummies_on_pastel_red_background_59cca202-ad1a-4b7d-844e-78b0bd2c2306.png;https://imagen-parti-images.s3.amazonaws.com/Margaretha_photo_of_delicious_gummies_on_pastel_red_background_59cca202-ad1a-4b7d-844e-78b0bd2c2306.png;generated;visual challenge;food;food;food
2153;image_2153;prikhodkop_the_infinite_sequence_of_concerts_7dcf6e4f-b859-4995-b65b-8ff0d5aee2b5.png;https://imagen-parti-images.s3.amazonaws.com/prikhodkop_the_infinite_sequence_of_concerts_7dcf6e4f-b859-4995-b65b-8ff0d5aee2b5.png;generated;visual challenge;indoor;indoor;artifacts
2154;image_2154;mika_pew_sad_new_year_celebration_in_russia_0929b13c-ea3c-4eca-9145-f0a370d1800a.png;https://imagen-parti-images.s3.amazonaws.com/mika_pew_sad_new_year_celebration_in_russia_0929b13c-ea3c-4eca-9145-f0a370d1800a.png;generated;visual challenge;people;construction;food
2155;image_2155;mika_pew_sad_new_year_celebration_in_russia_0929b13c-ea3c-4eca-9145-f0a370d1800a.png;https://imagen-parti-images.s3.amazonaws.com/mika_pew_sad_new_year_celebration_in_russia_0929b13c-ea3c-4eca-9145-f0a370d1800a.png;generated;visual challenge;people;construction;food
2156;image_2156;Ben_The_Artist_a_space_robot_a_small_space_dog_robot_horses_the_7be752b3-17ed-4af0-ab34-51c68b7490b5.png;https://imagen-parti-images.s3.amazonaws.com/Ben_The_Artist_a_space_robot_a_small_space_dog_robot_horses_the_7be752b3-17ed-4af0-ab34-51c68b7490b5.png;generated;visual challenge;artifacts;animals;nature
2157;image_2157;Ben_The_Artist_a_space_robot_a_small_space_dog_robot_horses_the_7be752b3-17ed-4af0-ab34-51c68b7490b5.png;https://imagen-parti-images.s3.amazonaws.com/Ben_The_Artist_a_space_robot_a_small_space_dog_robot_horses_the_7be752b3-17ed-4af0-ab34-51c68b7490b5.png;generated;visual challenge;artifacts;animals;nature
2158;image_2158;romi_make_a_surreal_vintage_collage_of_a_field_with_planet_eart_748d8c10-cd7e-4671-b1f7-9217dc0421c5.png;https://imagen-parti-images.s3.amazonaws.com/romi_make_a_surreal_vintage_collage_of_a_field_with_planet_eart_748d8c10-cd7e-4671-b1f7-9217dc0421c5.png;generated;visual challenge;people;nature;vehicles
2159;image_2159;romi_make_a_surreal_vintage_collage_of_a_field_with_planet_eart_748d8c10-cd7e-4671-b1f7-9217dc0421c5.png;https://imagen-parti-images.s3.amazonaws.com/romi_make_a_surreal_vintage_collage_of_a_field_with_planet_eart_748d8c10-cd7e-4671-b1f7-9217dc0421c5.png;generated;visual challenge;people;nature;vehicles
2160;image_2160;emma_haven_joyous_Christmas_celebrations_four_children_sitting__8cf16b7b-df1c-4c80-8529-23c3865d2c97.png;https://imagen-parti-images.s3.amazonaws.com/emma_haven_joyous_Christmas_celebrations_four_children_sitting__8cf16b7b-df1c-4c80-8529-23c3865d2c97.png;generated;visual challenge;people;food;indoor
2161;image_2161;emma_haven_joyous_Christmas_celebrations_four_children_sitting__8cf16b7b-df1c-4c80-8529-23c3865d2c97.png;https://imagen-parti-images.s3.amazonaws.com/emma_haven_joyous_Christmas_celebrations_four_children_sitting__8cf16b7b-df1c-4c80-8529-23c3865d2c97.png;generated;visual challenge;people;food;indoor
2162;image_2162;prikhodkop_tall_and_slim_bold_man_with_coal_dark_black_skin_bea_a7918311-6b3c-4667-a255-c84eb38cb744.png;https://imagen-parti-images.s3.amazonaws.com/prikhodkop_tall_and_slim_bold_man_with_coal_dark_black_skin_bea_a7918311-6b3c-4667-a255-c84eb38cb744.png;generated;visual challenge;people;people;animals
2163;image_2163;prikhodkop_tall_and_slim_bold_man_with_coal_dark_black_skin_bea_a7918311-6b3c-4667-a255-c84eb38cb744.png;https://imagen-parti-images.s3.amazonaws.com/prikhodkop_tall_and_slim_bold_man_with_coal_dark_black_skin_bea_a7918311-6b3c-4667-a255-c84eb38cb744.png;generated;visual challenge;people;people;animals
2164;image_2164;christo.png_nostalgic_liminal_and_distant_space_solitude_and_mi_58a2ddf8-90ca-4a6f-a424-639aee3dafd7.png;https://imagen-parti-images.s3.amazonaws.com/christo.png_nostalgic_liminal_and_distant_space_solitude_and_mi_58a2ddf8-90ca-4a6f-a424-639aee3dafd7.png;generated;visual challenge;construction;people;nature
2165;image_2165;christo.png_nostalgic_liminal_and_distant_space_solitude_and_mi_58a2ddf8-90ca-4a6f-a424-639aee3dafd7.png;https://imagen-parti-images.s3.amazonaws.com/christo.png_nostalgic_liminal_and_distant_space_solitude_and_mi_58a2ddf8-90ca-4a6f-a424-639aee3dafd7.png;generated;visual challenge;construction;people;nature
2166;image_2166;RichWired_statue_of_liberty_Ray_Tracing_8k_HD_cinematography_ph_f5789bb0-0cfd-47f1-a95e-956e00f0cbcf.png;https://imagen-parti-images.s3.amazonaws.com/RichWired_statue_of_liberty_Ray_Tracing_8k_HD_cinematography_ph_f5789bb0-0cfd-47f1-a95e-956e00f0cbcf.png;generated;visual challenge;construction;construction;construction
2167;image_2167;RichWired_statue_of_liberty_Ray_Tracing_8k_HD_cinematography_ph_f5789bb0-0cfd-47f1-a95e-956e00f0cbcf.png;https://imagen-parti-images.s3.amazonaws.com/RichWired_statue_of_liberty_Ray_Tracing_8k_HD_cinematography_ph_f5789bb0-0cfd-47f1-a95e-956e00f0cbcf.png;generated;visual challenge;construction;construction;construction
2168;image_2168;sai42_Shape_the_void_restore_the_future_virtue_rises_with_the_s_d347293a-804f-408c-93f5-a94d01850be1.png;https://imagen-parti-images.s3.amazonaws.com/sai42_Shape_the_void_restore_the_future_virtue_rises_with_the_s_d347293a-804f-408c-93f5-a94d01850be1.png;generated;visual challenge;people;nature;body
2169;image_2169;sai42_Shape_the_void_restore_the_future_virtue_rises_with_the_s_d347293a-804f-408c-93f5-a94d01850be1.png;https://imagen-parti-images.s3.amazonaws.com/sai42_Shape_the_void_restore_the_future_virtue_rises_with_the_s_d347293a-804f-408c-93f5-a94d01850be1.png;generated;visual challenge;people;nature;body
2170;image_2170;P._C._I._boston_skyline_at_night_in_a_60s_travel_poster_848bf775-a553-4714-b5ec-02d6649a95c0.png;https://imagen-parti-images.s3.amazonaws.com/P._C._I._boston_skyline_at_night_in_a_60s_travel_poster_848bf775-a553-4714-b5ec-02d6649a95c0.png;generated;visual challenge;construction;vehicles;artifacts
